Index,MeanCosineSimilarity
204,0.60829115
205,0.57665896
206,0.61193985
207,0.47996357
208,0.6255343
209,0.5491603
210,0.6063613
211,0.5495048
212,0.44466805
213,0.57747304
214,0.6701144
215,0.6601751
216,0.574915
217,0.61225516
218,0.5962283
219,0.61346585
220,0.49113098
221,0.59032106
222,0.5971331
223,0.5515641
224,0.5557842
225,0.42666614
226,0.61405313
227,0.5720638
228,0.5559209
229,0.5805117
230,0.5931204
231,0.49730247
232,0.56374407
233,0.6665264
234,0.6542655
235,0.59824586
236,0.6350114
237,0.6217916
238,0.6351103
239,0.5877168
240,0.6186796
241,0.5590518
242,0.54069
243,0.5411552
244,0.57909614
245,0.6206709
246,0.61170256
247,0.5694213
248,0.4641893
249,0.4603846
250,0.62643766
251,0.58314055
252,0.5428882
253,0.58086044
254,0.61465615
255,0.59678423
256,0.60231596
257,0.52694315
258,0.6179953
259,0.65193856
260,0.5350579
261,0.655693
262,0.633429
263,0.5869951
264,0.6268359
265,0.6412408
266,0.6265048
267,0.6013124
268,0.40201417
269,0.61461365
270,0.68726337
271,0.6475741
272,0.6049855
273,0.6400139
274,0.64466506
275,0.6429443
276,0.64019215
277,0.59920883
278,0.5663921
279,0.53212416
280,0.47446847
281,0.45914444
282,0.48543203
283,0.5928715
284,0.6150219
285,0.64651626
286,0.6537687
287,0.60566115
288,0.5700108
289,0.42557025
290,0.63095754
291,0.63597
292,0.61391264
293,0.64494073
294,0.59954864
295,0.5242774
296,0.6316217
297,0.6531783
298,0.6133544
299,0.5088815
300,0.4213641
301,0.5757205
302,0.4827431
303,0.4251325
304,0.62524956
305,0.5723019
306,0.43671212
307,0.33010775
308,0.4184344
309,0.53474855
310,0.4866957
311,0.53015816
312,0.37577522
313,0.45483148
314,0.49127352
315,0.4446133
316,0.42500728
317,0.45235422
318,0.6331667
319,0.5975098
320,0.55733204
321,0.61812115
322,0.666867
323,0.46638983
324,0.6082672
325,0.6068446
326,0.64466447
327,0.58935034
328,0.5635179
329,0.5942182
330,0.5148505
331,0.59486175
332,0.5994895
333,0.58473694
334,0.53602076
335,0.49155965
336,0.621387
337,0.6152596
338,0.6425512
339,0.6477852
340,0.67970437
341,0.6334049
342,0.6461315
343,0.64145356
344,0.63618195
345,0.6423527
346,0.46421576
347,0.6201177
348,0.58243537
349,0.6598168
350,0.68076926
351,0.64804274
352,0.6195107
353,0.5997453
354,0.6382892
355,0.64600396
356,0.62377864
357,0.56413335
358,0.64195025
359,0.57127833
360,0.64318705
361,0.5867875
362,0.5595099
363,0.63821644
364,0.6189354
365,0.6465053
366,0.6072032
367,0.65607363
368,0.551805
369,0.66066295
370,0.60963714
371,0.5997243
372,0.6062901
373,0.60964763
374,0.6240614
375,0.64099944
376,0.6380795
377,0.61090684
378,0.5731396
379,0.49974513
380,0.66453505
381,0.64447373
382,0.62811834
383,0.54902935
384,0.5953505
385,0.64728236
386,0.6158277
387,0.6287769
388,0.6386164
389,0.5978066
390,0.45208493
391,0.5894514
392,0.52096814
393,0.6154514
394,0.64755315
395,0.60555613
396,0.63131386
397,0.61873215
398,0.5964969
399,0.57090586
400,0.64060134
401,0.5580678
402,0.6350044
403,0.6294534
404,0.62361175
405,0.6396715
406,0.6326906
407,0.5946479
408,0.63797855
409,0.6066387
410,0.6538075
411,0.6317671
412,0.63606954
413,0.67059475
414,0.6701831
415,0.65886265
416,0.6012714
417,0.5795399
418,0.6030509
419,0.6158505
420,0.6507342
421,0.64073145
422,0.6435256
423,0.53553635
424,0.61023515
425,0.6412365
426,0.6289236
427,0.65895087
428,0.6039474
429,0.6563532
430,0.6342093
431,0.67673403
432,0.6438267
433,0.60680157
434,0.59488505
435,0.604767
436,0.62735355
437,0.613373
438,0.58994424
439,0.605662
440,0.5653774
441,0.5755028
442,0.66809607
443,0.60936886
444,0.629325
445,0.46145853
446,0.5711079
447,0.5917611
448,0.6307344
449,0.6107472
450,0.57102954
451,0.6704989
452,0.65686315
453,0.61363566
454,0.60757476
455,0.58997345
456,0.6420195
457,0.61222804
458,0.64267254
459,0.64867
460,0.57215464
461,0.60746914
462,0.63547003
463,0.63007545
464,0.64675736
465,0.6141818
466,0.64109766
467,0.6213273
468,0.5914634
469,0.6265852
470,0.6181
471,0.62238467
472,0.62936175
473,0.6219717
474,0.6598788
475,0.66532135
476,0.6305132
477,0.5757885
478,0.6368035
479,0.48615253
480,0.6546576
481,0.6176763
482,0.6280936
483,0.590711
484,0.62892234
485,0.6049088
486,0.6426315
487,0.63738614
488,0.65475553
489,0.57649636
490,0.6164383
491,0.6154691
492,0.6645984
493,0.6180286
494,0.6281688
495,0.6131088
496,0.6536912
497,0.66488093
498,0.5963666
499,0.63960767
500,0.65192926
501,0.5404473
502,0.6313374
503,0.62626714
504,0.5956553
505,0.61685205
506,0.55241174
507,0.64281243
508,0.6051234
509,0.62308997
